t_start_s,src,dst,bytes,tos
3.1227,4,35,13376,0
3.1309,12,1,105089,0
3.1319,32,21,75534,0
3.1328,28,3,121407,0
3.1332,25,41,6960,0
3.1362,2,22,31736,0
3.1364,16,28,18774,0
3.138,8,38,268988,0
3.1449,19,23,212704,0
3.1467,0,6,71853,0
3.1468,37,35,88130,0
3.1482,16,18,393183,0
3.1524,8,6,175195,0
3.1536,14,15,255285,0
3.1564,7,31,153741,0
3.1622,18,20,11593,0
3.1658,10,7,304421,0
3.1679,26,27,29166,0
3.1799,16,40,312995,0
3.1837,5,36,1058541,0
3.1874,3,27,40340,0
3.1957,26,2,502574,0
3.198,31,35,2200779,0
3.2042,37,40,120945,0
3.2062,19,2,14664,0
3.2098,30,32,401460,0
3.2241,30,32,93178,0
3.2326,3,28,15539,0
3.2369,9,33,34328,0
3.2386,18,22,145905,0
3.2485,29,0,81384,0
3.2519,41,30,8336,0
3.2527,40,38,299033,0
3.2548,29,10,60552,0
3.2632,29,3,227333,0
3.2747,21,20,16660,0
3.2757,8,6,84115,0
3.2778,19,37,431381,0
3.2797,12,14,127154,0
3.2836,12,16,19074,0
3.2881,33,32,21500,0
3.2917,40,5,73451,0
3.3035,28,3,182379,0
3.3055,40,5,90519,0
3.3075,9,21,48310,0
3.3224,40,18,41975,0
3.3256,36,39,179891,0
3.3283,3,26,1157403,0
3.3294,16,17,195614,0
3.3325,4,33,465322,0
3.3436,32,11,41771,0
3.3466,34,35,30815,0
3.3468,16,5,73519,0
3.3519,36,12,103783,0
3.3617,39,5,18148,0
3.3744,24,14,159397,0
3.3801,33,35,948358,0
3.3821,22,23,74749,0
3.3936,7,9,66929,0
3.404,30,4,41846,0
3.4071,37,40,824089,0
3.4101,0,4,76271,0
3.4106,24,27,708710,0
3.4112,13,15,738129,0
3.4262,5,40,98656,0
3.4379,6,11,1049044,0
3.4387,28,25,28939,0
3.4529,17,21,131779,0
3.4548,25,4,102482,0
3.4663,22,1,2152913,0
3.4813,39,33,100716,0
3.4886,7,12,65599,0
3.4928,26,30,46202,0
3.4945,28,17,81610,0
3.4977,11,7,64995,0
3.503,9,11,16522,0
3.508,41,40,28239,0
3.518,24,29,175099,0
3.5368,18,19,19434,0
3.5389,22,20,9791,0
3.5412,1,15,6357,0
3.542,20,35,82532,0
3.5446,0,11,96669,0
3.5459,32,35,73375,0
3.5492,39,2,75033,0
3.5539,31,41,1242741,0
3.5579,3,24,69866,0
3.5625,34,13,246574,0
3.5715,5,23,680110,0
3.5716,26,3,700774,0
3.5734,29,25,31978,0
3.5745,1,14,86782,0
3.595,3,17,68672,0
3.6004,37,39,69252,0
3.6054,17,10,105370,0
3.6067,12,14,1151520,0
3.6075,15,17,13210,0
3.6082,28,25,5047,0
3.6088,13,2,163967,0
3.612,24,22,11935750,0
3.6136,26,28,131104,0
3.6209,17,16,455234,0
3.6241,13,36,64519,0
3.6248,16,23,73727,0
3.6284,32,3,57216,0
3.633,2,34,80733,0
3.6381,4,33,232905,0
3.6405,32,4,116515,0
3.6429,35,1,625207,0
3.6538,37,5,1769397,0
3.6582,22,32,11360,0
3.6589,40,5,386401,0
3.6589,20,10,375837,0
3.6658,35,4,61735,0
3.6818,29,16,379747,0
3.7039,4,34,3973,0
3.7168,16,41,193791,0
3.7195,29,33,72274,0
3.7266,7,33,378577,0
3.7294,10,7,612150,0
3.7332,22,23,39185,0
3.7348,37,41,168763,0
3.7361,31,37,63232,0
3.7447,41,5,125500,0
3.7574,10,6,350481,0
3.7647,19,23,215725,0
3.7788,6,11,251314,0
3.7788,20,21,10950,0
3.7793,37,14,50919,0
3.7861,26,24,18514,0
3.7913,28,11,87216,0
3.8045,38,0,412086,0
3.8046,38,20,135892,0
3.8102,34,33,417923,0
3.8143,40,5,5477291,0
3.8338,6,11,29546,0
3.8357,39,40,671131,0
3.8386,39,36,4996,0
3.8453,40,7,378959,0
3.8492,27,28,65445,0
3.8512,35,15,22157,0
3.8565,41,36,86780,0
3.8667,39,37,71804,0
3.8713,31,24,12419,0
3.8738,28,3,44481,0
3.8841,39,38,438232,0
3.8844,40,10,116950,0
3.8971,38,36,8690653,0
3.9017,19,20,279397,0
3.9148,0,8,9147,0
3.9196,21,8,359273,0
3.9282,1,12,75360,0
3.9282,26,28,48037,0
3.9408,23,2,4813463,0
3.9484,37,31,668107,0
3.9556,31,17,358941,0
3.962,4,6,762720,0
3.9637,22,11,317017,0
4.008,37,13,66791,0
4.0149,25,0,162392,0
4.0329,7,8,6622,0
4.0432,28,24,9653,0
4.0458,10,17,63267,0
4.0461,17,1,88312,0
4.0499,25,6,322271,0
4.0503,10,0,1015991,0
4.0509,0,14,69558,0
4.0596,23,22,99148,0
4.0633,30,31,82594,0
4.0636,24,26,43314,0
4.0648,18,22,84384,0
4.0684,22,21,14197,0
4.0759,37,39,214333,0
4.0847,40,36,55332,0
4.0914,41,3,80407,0
4.093,19,23,70735,0
4.0942,37,41,17951,0
4.1069,15,21,8385,0
4.1243,39,1,1417773,0
4.1329,4,33,20041,0
4.1448,19,41,144932,0
4.1455,33,27,48220,0
4.146,15,13,421946,0
4.1462,27,25,39293,0
4.1494,38,28,34457,0
4.1502,1,37,139912,0
4.1564,24,12,17407,0
4.1637,10,9,22192,0
4.1694,7,0,63904,0
4.1707,30,31,219911,0
4.1707,29,27,14562,0
4.1751,13,0,5045949,0
4.1807,26,28,13974,0
4.1814,35,9,279102,0
4.1981,2,20,2176370,0
4.2031,16,12,127181,0
4.2056,40,5,8498,0
4.2108,22,21,158674,0
4.2127,32,13,115799,0
4.2163,8,10,124705,0
4.2208,19,20,4766,0
4.2245,41,39,554945,0
4.2331,28,37,9558,0
4.2332,40,38,70021,0
4.234,29,9,222942,0
4.2415,5,1,523903,0
4.2482,39,41,145717,0
4.2561,17,13,1403589,0
4.2721,37,39,3020964,0
4.2759,7,6,114177,0
4.2763,31,4,131407,0
4.2806,40,5,288802,0
4.2824,0,8,164101,0
4.2837,30,35,40043,0
4.2868,0,22,23546,0
4.2883,24,29,36877,0
4.2885,24,15,63194,0
4.2888,14,30,112980,0
4.2889,3,26,13697,0
4.2901,13,1,146845,0
4.2913,35,32,19696,0
4.2949,20,12,657620,0
4.2973,10,7,1542766,0
4.2997,11,8,5703,0
4.3062,2,22,499077,0
4.3186,28,27,18341,0
4.3225,17,13,62219,0
4.3247,2,21,231371,0
4.3284,29,26,49693,0
4.3319,27,24,186849,0
4.3411,41,5,233261,0
4.3543,36,1,38655,0
4.3575,35,34,188101,0
4.3583,41,39,121133,0
4.359,16,15,176666,0
4.3622,8,20,8526,0
4.3663,11,22,119584,0
4.3675,2,29,5282,0
4.3725,7,36,62412,0
4.3782,37,39,48654,0
4.3784,41,37,81078,0
4.3799,34,6,663310,0
4.3827,31,32,50000000,0
4.3835,28,35,377574,0
4.387,12,15,252767,0
4.3876,41,40,163615,0
4.3904,2,23,44275,0
4.3917,34,32,255672,0
4.4013,17,16,79856,0
4.4014,7,31,72108,0
4.4047,17,5,69953,0
4.4275,12,1,15605,0
4.4314,22,19,21239,0
4.442,18,12,41362,0
4.4445,28,26,2000,0
4.4508,11,26,1872302,0
4.451,15,13,33995,0
4.4513,23,3,54334,0
4.4596,22,38,5283,0
4.461,41,5,47051,0
4.476,19,6,36852,0
4.4776,8,21,492243,0
4.4859,24,34,92031,0
4.4859,20,29,9930,0
4.4893,36,39,157879,0
4.4915,1,13,63190,0
4.4933,41,5,478699,0
4.5009,20,39,542052,0
4.5027,3,27,42957,0
4.503,18,22,51857,0
4.5072,27,2,68119,0
4.5085,36,40,10422,0
4.5202,32,30,650719,0
4.5219,4,35,42546,0
4.5239,27,15,374520,0
4.524,14,13,619688,0
4.5266,1,6,40624,0
4.5297,12,16,36766,0
4.5309,23,19,40654,0
4.5321,11,7,9492,0
4.5347,35,30,1426921,0
4.5357,19,22,89995,0
4.5386,17,15,178539,0
4.5452,10,0,22917,0
4.5509,3,24,388990,0
4.5559,35,3,3574470,0
4.5561,22,13,123925,0
4.562,13,1,1061148,0
4.5644,3,24,757430,0
4.5728,38,39,458955,0
4.5755,15,17,99201,0
4.5785,8,35,83678,0
4.5804,31,33,7336,0
4.5863,4,16,18382,0
4.5936,4,21,7629,0
4.6009,25,3,221253,0
4.6066,22,23,4266835,0
4.6083,28,5,205800,0
4.6092,39,5,2000,0
4.6105,17,1,592399,0
4.6175,40,38,84823,0
4.6223,16,34,31768,0
4.6247,13,15,124966,0
4.6274,16,15,50058,0
4.6303,41,37,47671,0
4.6327,18,23,38960,0
4.6365,29,27,732857,0
4.6373,5,7,480446,0
4.6423,0,12,141033,0
4.6432,27,24,4391,0
4.6688,8,10,160848,0
4.6689,9,11,100396,0
4.6753,2,23,18817,0
4.6818,38,5,50596,0
4.6933,1,12,73391,0
4.7017,24,27,144096,0
4.7045,19,21,1116398,0
4.7058,33,34,43649,0
4.706,35,5,84800,0
4.7074,29,25,2000,0
4.718,26,28,342038,0
4.7192,6,11,13616,0
4.7222,4,30,257094,0
4.7283,41,37,20375,0
4.7287,16,1,420315,0
4.7336,18,22,30680,0
4.739,2,19,96685,0
4.7517,12,40,19293,0
4.7644,29,26,381050,0
4.7699,6,31,538557,0
4.7908,12,0,213295,0
4.7988,14,16,41541,0
4.7988,16,1,192599,0
4.8127,15,1,404934,0
4.8164,27,28,43111,0
4.8226,17,39,309708,0
4.827,5,36,49213,0
4.8339,18,22,15293,0
4.8356,24,15,178847,0
4.8529,1,22,230316,0
4.8637,28,29,34410,0
4.872,1,4,6859,0
4.8731,7,11,39476,0
4.8807,4,38,34426,0
4.8957,34,33,375963,0
4.9107,25,3,100713,0
4.9132,41,9,68560,0
4.9145,14,8,113153,0
4.9165,8,10,216727,0
4.9262,15,30,17617,0
4.9286,17,19,5766,0
4.9378,16,15,69976,0
4.9611,30,11,45409,0
4.9619,6,0,36345,0
4.9631,11,26,147003,0
4.9778,35,34,85268,0
4.9829,39,15,133971,0
4.9867,18,2,347738,0
4.9966,4,37,2000,0
5.0012,31,35,74317,0
5.0072,24,3,34864,0
5.0091,5,37,10610,0
5.0222,37,36,166978,0
5.0258,24,27,91977,0
5.0273,35,34,223376,0
5.0316,25,28,131032,0
5.0376,11,21,114028,0
5.0381,39,36,69626,0
5.0393,38,37,58458,0
5.0423,17,1,259998,0
5.0427,36,41,35261,0
5.0432,22,27,623844,0
5.0496,32,6,62018,0
5.071,6,21,109841,0
5.0786,29,24,100100,0
5.086,7,10,42439,0
5.0893,18,20,13960,0
5.0928,16,17,641578,0
5.0956,29,27,35898,0
5.1083,35,30,144522,0
5.1094,16,12,778191,0
5.1194,8,6,78922,0
5.1382,5,14,96149,0
5.1486,11,5,24427,0
5.1491,28,29,10549,0
5.1499,3,6,204968,0
5.1547,0,9,95702,0
5.1588,2,19,90833,0
5.1593,8,41,21058,0
5.1737,15,11,495244,0
5.1744,27,26,19398,0
5.1854,19,1,124106,0
5.1866,13,29,20278,0
5.1936,29,5,73026,0
5.1966,11,7,14332,0
5.2133,7,8,42939,0
5.2157,2,34,386792,0
5.2204,34,25,4278950,0
5.2221,15,12,611929,0
5.2221,26,32,74257,0
5.2244,40,33,7916,0
5.2335,38,7,86238,0
5.2381,10,11,273516,0
5.2435,12,17,149410,0
5.2606,33,1,19588,0
5.2663,33,35,41437,0
5.269,29,26,69070,0
5.2785,27,15,81918,0
5.2816,36,38,17062,0
5.2829,1,12,101176,0
5.2838,2,19,202275,0
5.2915,12,0,99891,0
5.2936,38,41,3581,0
5.3053,14,17,307507,0
5.3128,25,22,1783322,0
5.3143,22,2,51379,0
5.3202,10,0,55462,0
5.3299,11,8,20233,0
5.3305,35,0,8586,0
5.3373,12,14,3053428,0
5.3375,17,14,19068,0
5.3391,5,26,17311,0
5.346,1,12,760901,0
5.3529,39,5,47614,0
5.361,18,21,466362,0
5.3618,33,32,2000,0
5.3628,6,9,10748,0
5.3636,15,12,97812,0
5.38,1,17,47538,0
5.3873,10,7,107731,0
5.3877,35,27,25960,0
5.3998,27,26,306490,0
5.404,8,38,20118,0
5.4044,41,5,307746,0
5.4079,11,8,130670,0
5.4208,16,13,3049755,0
5.427,14,13,204520,0
5.434,18,33,301211,0
5.4413,2,41,864861,0
5.4577,34,7,161621,0
5.468,27,25,37804,0
5.4724,10,25,1047365,0
5.4806,17,10,62223,0
5.4905,35,31,16987,0
5.4909,29,26,54578,0
5.4913,9,7,128302,0
5.4959,41,12,354954,0
5.504,18,22,827655,0
5.5046,20,31,158849,0
5.5068,36,24,34473,0
5.511,34,33,140890,0
5.5205,25,24,11816,0
5.5206,11,8,1693596,0
5.5218,33,4,284997,0
5.5223,21,18,433785,0
5.5312,9,7,394302,0
5.5343,8,10,172768,0
5.5402,35,34,113035,0
5.5418,32,33,122352,0
5.5439,5,37,253775,0
5.5456,31,30,165239,0
5.5481,3,20,11547,0
5.5569,2,21,41165,0
5.5598,1,17,12512,0
5.5651,5,37,464424,0
5.5658,4,6,159301,0
5.5669,29,25,288094,0
5.5697,7,15,1039020,0
5.5905,35,30,50167,0
5.5952,16,17,86977,0
5.5966,40,2,142022,0
5.5986,34,4,14153,0
5.6108,39,41,148179,0
5.6136,1,16,24618243,0
5.6181,1,4,22522,0
5.6208,9,0,5674,0
5.6251,20,23,43793,0
5.629,1,12,137576,0
5.6409,24,28,59296,0
5.6414,40,10,8883,0
5.6457,32,31,403563,0
5.6486,29,13,78840,0
5.6487,8,7,1376034,0
5.6527,10,9,17365,0
5.662,2,26,52563,0
5.662,13,15,382609,0
5.6774,21,22,4780922,0
5.6891,5,18,242139,0
5.702,18,23,3634672,0
5.7048,32,34,29320,0
5.7171,8,5,188840,0
5.7218,34,4,2698656,0
5.7265,37,39,765741,0
5.7289,3,29,4306,0
5.7477,35,23,23133,0
5.7562,37,22,155178,0
5.7618,3,22,25780,0
5.7679,34,36,20878,0
5.7707,31,8,72094,0
5.7735,41,22,34128,0
5.7763,27,26,39867,0
5.78,16,21,520097,0
5.7812,36,38,347382,0
5.7838,7,6,2285,0
5.7901,37,0,92319,0
5.8102,37,5,262298,0
5.8119,21,34,8635,0
5.8125,39,40,16019,0
5.8219,25,10,102888,0
5.8237,33,31,152202,0
5.8246,29,25,67114,0
5.8258,41,25,379720,0
5.8379,22,13,984628,0
5.838,26,24,214893,0
5.8443,34,4,77400,0
5.8478,13,11,100028,0
5.8537,11,36,65405,0
5.8575,8,22,724523,0
5.8606,41,33,156318,0
5.8637,28,18,259147,0
5.8673,22,23,290928,0
5.8705,5,41,99799,0
5.8759,10,0,442915,0
5.8938,17,15,17181,0
5.9056,22,18,121107,0
5.9062,8,19,253093,0
5.9116,20,24,2158,0
5.9195,30,4,449788,0
5.9229,12,25,463191,0
5.923,36,7,244112,0
5.9253,33,23,54587,0
5.931,21,9,5683,0
5.9349,0,26,236530,0
5.9442,14,16,488909,0
5.9447,12,8,287909,0
5.9539,1,16,6746,0
5.9546,28,3,20554,0
5.9566,22,19,935679,0
5.9685,10,26,396150,0
5.9687,1,15,163047,0
5.9741,5,12,35297,0
5.9794,21,22,20819,0
5.9829,32,21,6787,0
5.9836,37,5,94411,0
6.0035,12,16,22042,0
6.0081,29,13,60509,0
6.0108,39,37,309471,0
6.0115,2,21,657948,0
6.0117,38,5,271551,0
6.0145,40,38,69629,0
6.0239,18,10,159714,0
6.0259,13,14,234394,0
6.0265,37,36,146220,0
6.0278,1,12,11931,0
6.0323,7,19,1118950,0
6.0326,34,32,1111958,0
6.036,35,25,247646,0
6.0363,29,2,190683,0
6.0366,39,36,49327,0
6.0404,35,30,351653,0
6.043,34,30,125946,0
6.0484,28,25,32270,0
6.0496,40,19,91374,0
6.0618,36,38,92343,0
6.0773,6,11,11045,0
6.08,2,20,69788,0
6.0835,4,21,176782,0
6.0849,30,35,187972,0
6.0866,17,1,159225,0
6.0902,2,1,695730,0
6.0903,33,32,34468,0
6.098,3,25,296596,0
6.0997,1,12,177515,0
6.1106,9,0,925735,0
6.1113,22,20,174569,0
6.1185,33,3,2250,0
6.1208,19,21,119164,0
6.1217,38,5,418616,0
6.1239,16,14,13420,0
6.1264,27,25,1095123,0
6.1287,39,19,129371,0
6.1436,4,35,54176,0
6.1474,9,32,1862377,0
6.1476,4,33,582520,0
6.1575,9,10,42881,0
6.1584,38,10,68334,0
6.1651,13,12,23248,0
6.1657,4,35,482484,0
6.1753,27,3,49950,0
6.178,26,27,837471,0
6.1784,34,32,83293,0
6.1787,0,19,18174,0
6.1826,20,19,77132,0
6.1847,36,23,18062,0
6.1935,30,26,355111,0
6.1958,12,11,7129,0
6.1986,16,34,350382,0
6.1986,38,41,17224,0
6.2007,8,2,31647,0
6.2031,17,1,12175,0
6.2031,30,21,1687303,0
6.2152,36,2,126697,0
6.2191,26,24,718976,0
6.221,15,1,540001,0
6.2221,23,2,1129661,0
6.2268,41,31,28258,0
6.231,14,25,680779,0
6.2345,5,38,147850,0
6.2359,38,5,48243,0
6.24,20,35,4385,0
6.2436,36,40,14225,0
6.2447,26,30,1013764,0
6.2466,29,33,189358,0
6.2526,37,21,6950,0
6.2551,18,37,35617,0
6.2654,8,11,26443,0
6.2792,2,18,219990,0
6.2822,41,14,284285,0
6.2866,40,38,53465,0
6.2961,17,16,38640,0
6.3013,32,20,87517,0
6.3014,30,31,118985,0
6.3064,15,14,189987,0
6.308,33,35,6946,0
6.3183,40,37,182630,0
6.3191,30,12,251032,0
6.3219,38,29,372775,0
6.3374,23,19,145639,0
6.3381,13,21,129647,0
6.3413,13,15,4198,0
6.3438,41,36,267404,0
6.3452,0,8,14530,0
6.3506,3,25,54176,0
6.3574,41,40,409130,0
6.3662,40,38,80399,0
6.3678,27,26,3094,0
6.376,14,13,4813,0
6.3817,39,41,5665,0
6.3847,27,26,28653,0
6.3933,40,36,134706,0
6.4062,10,6,24173,0
6.4273,26,34,82825,0
6.4334,3,24,2825274,0
6.4394,0,7,114646,0
6.4505,3,22,9199,0
6.4528,1,37,13937,0
6.4657,2,38,10484,0
6.4669,14,1,12598,0
6.4672,39,5,135243,0
6.4745,17,16,1011540,0
6.4748,9,16,403135,0
6.4812,17,30,982502,0
6.4852,16,1,5734,0
6.4893,4,31,247704,0
6.4907,16,17,26007,0
6.4932,13,0,358876,0
6.5007,9,1,1844560,0
6.5039,4,34,278407,0
6.5117,6,11,186997,0
6.5132,4,31,3648,0
6.5141,2,27,422455,0
6.5153,41,37,382197,0
6.5258,21,20,4811,0
6.5401,25,27,7428242,0
6.5465,1,14,9877,0
6.5528,36,41,543373,0
6.5588,31,4,25858,0
6.5644,6,14,158659,0
6.5695,15,12,1537394,0
6.5699,32,34,56352,0
6.5714,27,10,2000,0
6.5797,25,28,47161,0
6.5875,9,11,11494,0
6.5962,14,11,81139,0
6.6017,2,18,60322,0
6.604,39,38,97706,0
6.6125,35,2,11913,0
6.6132,12,32,38462,0
6.6193,25,3,1071057,0
6.6226,5,36,1016983,0
6.6288,41,39,24900,0
6.6495,13,17,356906,0
6.6532,35,7,17365,0
6.6542,31,32,167783,0
6.655,39,37,514769,0
6.6588,14,17,67043,0
6.6631,18,13,507936,0
6.6635,16,1,10743,0
6.6719,21,13,26439,0
6.6736,23,5,406316,0
6.6775,23,41,248907,0
6.6809,28,26,200010,0
6.6868,17,15,1118607,0
6.6892,3,28,182902,0
6.6946,40,5,1589462,0
6.7023,23,21,410008,0
6.7116,11,8,78940,0
6.7259,30,32,20761,0
6.7278,39,38,567017,0
6.7461,0,9,8027,0
6.747,38,32,20657,0
6.7476,36,37,500088,0
6.7492,16,17,253132,0
6.7575,23,19,67940,0
6.7591,41,14,271576,0
6.7626,28,33,50531,0
6.7679,28,24,111295,0
6.7683,23,22,40574,0
6.7821,37,40,41716,0
6.788,3,31,1953802,0
6.7893,22,2,300257,0
6.7957,40,37,89772,0
6.8012,12,29,202852,0
6.824,22,18,164183,0
6.8246,27,25,1854369,0
6.8268,2,19,41520,0
6.8281,12,1,126868,0
6.8293,32,7,8266,0
6.8337,16,1,248238,0
6.8384,30,31,10032,0
6.8396,26,4,905663,0
6.8685,41,37,39774,0
6.8918,18,20,56412,0
6.9139,31,5,4463,0
6.9172,12,11,21010,0
6.9184,4,35,223545,0
6.9223,31,7,346920,0
6.9253,9,24,608919,0
6.9283,25,22,156351,0
6.9359,13,6,1293182,0
6.9384,1,17,537704,0
6.9439,41,5,41045,0
6.9538,9,6,340441,0
6.9552,27,3,264416,0
6.9601,22,2,453404,0
6.9623,34,4,4074,0
6.9666,30,37,19773,0
6.9696,33,35,346214,0
6.9729,7,9,238587,0
6.9804,10,29,90054,0
6.9817,9,8,274248,0
6.983,34,27,84000,0
6.9861,2,19,231789,0
6.9911,25,29,391456,0
6.9912,26,25,104761,0
6.9946,40,5,10171,0
6.9985,32,11,539078,0
4.0053,9,7,257430,0
4.01,13,14,458436,0
4.0136,24,0,70533,0
4.0213,33,17,12564,0
4.0232,17,15,163791,0
4.0241,13,12,38646,0
4.0242,32,4,1130683,0
4.0274,4,33,218622,0
4.0394,4,31,28939,0
4.0415,3,28,40793,0
4.0466,24,30,333368,0
4.0481,5,13,15467,0
4.0512,2,18,37946,0
4.0698,36,25,195687,0
4.0731,25,36,19218,0
4.0825,19,4,96622,0
