t_start_s,src,dst,bytes,tos
2.5768,14,15,255285,0
2.5782,7,31,153741,0
2.5811,18,20,11593,0
2.5829,10,7,304421,0
2.5839,26,27,29166,0
2.5899,16,40,312995,0
2.5918,5,36,1058541,0
2.5937,3,27,40340,0
2.5979,26,2,502574,0
2.599,31,35,2200779,0
2.6021,37,40,120945,0
2.6031,19,2,14664,0
2.6049,30,32,401460,0
2.6121,30,32,93178,0
2.6163,3,28,15539,0
2.6185,9,33,34328,0
2.6193,18,22,145905,0
2.6243,29,0,81384,0
2.626,41,30,8336,0
2.6263,40,38,299033,0
2.6274,29,10,60552,0
2.6316,29,3,227333,0
2.6374,21,20,16660,0
2.6379,8,6,84115,0
2.6389,19,37,431381,0
2.6399,12,14,127154,0
2.6418,12,16,19074,0
2.644,33,32,21500,0
2.6459,40,5,73451,0
2.6517,28,3,182379,0
2.6528,40,5,90519,0
2.6538,9,21,48310,0
2.6612,40,18,41975,0
2.6628,36,39,179891,0
2.6642,3,26,1157403,0
2.6647,16,17,195614,0
2.6662,4,33,465322,0
2.6718,32,11,41771,0
2.6733,34,35,30815,0
2.6734,16,5,73519,0
2.676,36,12,103783,0
2.6808,39,5,18148,0
2.6872,24,14,159397,0
2.69,33,35,948358,0
2.691,22,23,74749,0
2.6968,7,9,66929,0
2.702,30,4,41846,0
2.7035,37,40,824089,0
2.705,0,4,76271,0
2.7053,24,27,708710,0
2.7056,13,15,738129,0
2.7131,5,40,98656,0
2.719,6,11,1049044,0
2.7193,28,25,28939,0
2.7264,17,21,131779,0
2.7274,25,4,102482,0
2.7331,22,1,2152913,0
2.7407,39,33,100716,0
2.7443,7,12,65599,0
2.7464,26,30,46202,0
2.7473,28,17,81610,0
2.7489,11,7,64995,0
2.7515,9,11,16522,0
2.754,41,40,28239,0
2.759,24,29,175099,0
2.7684,18,19,19434,0
2.7694,22,20,9791,0
2.7706,1,15,6357,0
2.771,20,35,82532,0
2.7723,0,11,96669,0
2.7729,32,35,73375,0
2.7746,39,2,75033,0
2.777,31,41,1242741,0
2.779,3,24,69866,0
2.7812,34,13,246574,0
2.7858,5,23,680110,0
2.7858,26,3,700774,0
2.7867,29,25,31978,0
2.7873,1,14,86782,0
2.7975,3,17,68672,0
2.8002,37,39,69252,0
2.8027,17,10,105370,0
2.8034,12,14,1151520,0
2.8038,15,17,13210,0
2.8041,28,25,5047,0
2.8044,13,2,163967,0
2.806,24,22,11935750,0
2.8068,26,28,131104,0
2.8104,17,16,455234,0
2.8121,13,36,64519,0
2.8124,16,23,73727,0
2.8142,32,3,57216,0
2.8165,2,34,80733,0
2.819,4,33,232905,0
2.8202,32,4,116515,0
2.8214,35,1,625207,0
2.8269,37,5,1769397,0
2.8291,22,32,11360,0
2.8294,40,5,386401,0
2.8295,20,10,375837,0
2.8329,35,4,61735,0
2.8409,29,16,379747,0
2.8519,4,34,3973,0
2.8584,16,41,193791,0
2.8598,29,33,72274,0
2.8633,7,33,378577,0
2.8647,10,7,612150,0
2.8666,22,23,39185,0
2.8674,37,41,168763,0
2.8681,31,37,63232,0
2.8723,41,5,125500,0
2.8787,10,6,350481,0
2.8823,19,23,215725,0
2.8894,6,11,251314,0
2.8894,20,21,10950,0
2.8897,37,14,50919,0
2.893,26,24,18514,0
2.8957,28,11,87216,0
2.9022,38,0,412086,0
2.9023,38,20,135892,0
2.9051,34,33,417923,0
2.9071,40,5,5477291,0
2.9169,6,11,29546,0
2.9179,39,40,671131,0
2.9193,39,36,4996,0
2.9227,40,7,378959,0
2.9246,27,28,65445,0
2.9256,35,15,22157,0
2.9282,41,36,86780,0
2.9333,39,37,71804,0
2.9356,31,24,12419,0
2.9369,28,3,44481,0
2.9421,39,38,438232,0
2.9422,40,10,116950,0
2.9486,38,36,8690653,0
2.9508,19,20,279397,0
2.9574,0,8,9147,0
2.9598,21,8,359273,0
2.9641,1,12,75360,0
2.9641,26,28,48037,0
2.9704,23,2,4813463,0
2.9742,37,31,668107,0
2.9778,31,17,358941,0
2.981,4,6,762720,0
2.9818,22,11,317017,0
3.004,37,13,66791,0
3.0074,25,0,162392,0
3.0164,7,8,6622,0
3.0216,28,24,9653,0
3.0229,10,17,63267,0
3.0231,17,1,88312,0
3.025,25,6,322271,0
3.0252,10,0,1015991,0
3.0254,0,14,69558,0
3.0298,23,22,99148,0
3.0316,30,31,82594,0
3.0318,24,26,43314,0
3.0324,18,22,84384,0
3.0342,22,21,14197,0
3.0379,37,39,214333,0
3.0423,40,36,55332,0
3.0457,41,3,80407,0
3.0465,19,23,70735,0
3.0471,37,41,17951,0
3.0534,15,21,8385,0
3.0622,39,1,1417773,0
3.0664,4,33,20041,0
3.0724,19,41,144932,0
3.0728,33,27,48220,0
3.073,15,13,421946,0
3.0731,27,25,39293,0
3.0747,38,28,34457,0
3.0751,1,37,139912,0
3.0782,24,12,17407,0
3.0818,10,9,22192,0
3.0847,7,0,63904,0
3.0853,30,31,219911,0
3.0854,29,27,14562,0
3.0876,13,0,5045949,0
3.0904,26,28,13974,0
3.0907,35,9,279102,0
3.0991,2,20,2176370,0
3.1015,16,12,127181,0
3.1028,40,5,8498,0
3.1054,22,21,158674,0
3.1064,32,13,115799,0
3.1082,8,10,124705,0
3.1104,19,20,4766,0
3.1122,41,39,554945,0
3.1166,28,37,9558,0
3.1166,40,38,70021,0
3.117,29,9,222942,0
3.1208,5,1,523903,0
3.1241,39,41,145717,0
3.128,17,13,1403589,0
3.1361,37,39,3020964,0
3.1379,7,6,114177,0
3.1381,31,4,131407,0
3.1403,40,5,288802,0
3.1412,0,8,164101,0
3.1418,30,35,40043,0
3.1434,0,22,23546,0
3.1442,24,29,36877,0
3.1443,24,15,63194,0
3.1444,14,30,112980,0
3.1444,3,26,13697,0
3.145,13,1,146845,0
3.1456,35,32,19696,0
3.1475,20,12,657620,0
3.1486,10,7,1542766,0
3.1499,11,8,5703,0
3.1531,2,22,499077,0
3.1593,28,27,18341,0
3.1612,17,13,62219,0
3.1624,2,21,231371,0
3.1642,29,26,49693,0
3.166,27,24,186849,0
3.1705,41,5,233261,0
3.1771,36,1,38655,0
3.1787,35,34,188101,0
3.1792,41,39,121133,0
3.1795,16,15,176666,0
3.1811,8,20,8526,0
3.1831,11,22,119584,0
3.1837,2,29,5282,0
3.1862,7,36,62412,0
3.1891,37,39,48654,0
3.1892,41,37,81078,0
3.19,34,6,663310,0
3.1913,31,32,50000000,0
3.1918,28,35,377574,0
3.1935,12,15,252767,0
3.1938,41,40,163615,0
3.1952,2,23,44275,0
3.1958,34,32,255672,0
3.2006,17,16,79856,0
3.2007,7,31,72108,0
3.2024,17,5,69953,0
3.2137,12,1,15605,0
3.2157,22,19,21239,0
3.221,18,12,41362,0
3.2222,28,26,2000,0
3.2254,11,26,1872302,0
3.2255,15,13,33995,0
3.2257,23,3,54334,0
3.2298,22,38,5283,0
3.2305,41,5,47051,0
3.238,19,6,36852,0
3.2388,8,21,492243,0
3.2429,24,34,92031,0
3.2429,20,29,9930,0
3.2446,36,39,157879,0
3.2458,1,13,63190,0
3.2467,41,5,478699,0
3.2504,20,39,542052,0
3.2513,3,27,42957,0
3.2515,18,22,51857,0
3.2536,27,2,68119,0
3.2543,36,40,10422,0
3.2601,32,30,650719,0
3.2609,4,35,42546,0
3.2619,27,15,374520,0
3.262,14,13,619688,0
3.2633,1,6,40624,0
3.2648,12,16,36766,0
3.2654,23,19,40654,0
3.2661,11,7,9492,0
3.2673,35,30,1426921,0
3.2678,19,22,89995,0
3.2693,17,15,178539,0
3.2726,10,0,22917,0
3.2755,3,24,388990,0
3.2779,35,3,3574470,0
3.278,22,13,123925,0
3.281,13,1,1061148,0
3.2822,3,24,757430,0
3.2864,38,39,458955,0
3.2877,15,17,99201,0
3.2892,8,35,83678,0
3.2902,31,33,7336,0
3.2932,4,16,18382,0
3.2968,4,21,7629,0
3.3005,25,3,221253,0
3.3033,22,23,4266835,0
3.3042,28,5,205800,0
3.3046,39,5,2000,0
3.3052,17,1,592399,0
3.3087,40,38,84823,0
3.3112,16,34,31768,0
3.3123,13,15,124966,0
3.3137,16,15,50058,0
3.3152,41,37,47671,0
3.3163,18,23,38960,0
3.3182,29,27,732857,0
3.3186,5,7,480446,0
3.3212,0,12,141033,0
3.3216,27,24,4391,0
3.3344,8,10,160848,0
3.3344,9,11,100396,0
3.3376,2,23,18817,0
3.3409,38,5,50596,0
3.3466,1,12,73391,0
3.3509,24,27,144096,0
3.3522,19,21,1116398,0
3.3529,33,34,43649,0
3.353,35,5,84800,0
3.3537,29,25,2000,0
3.359,26,28,342038,0
3.3596,6,11,13616,0
3.3611,4,30,257094,0
3.3642,41,37,20375,0
3.3643,16,1,420315,0
3.3668,18,22,30680,0
3.3695,2,19,96685,0
3.3759,12,40,19293,0
3.3822,29,26,381050,0
3.385,6,31,538557,0
3.3954,12,0,213295,0
3.3994,14,16,41541,0
3.3994,16,1,192599,0
3.4064,15,1,404934,0
3.4082,27,28,43111,0
3.4113,17,39,309708,0
3.4135,5,36,49213,0
3.4169,18,22,15293,0
3.4178,24,15,178847,0
3.4265,1,22,230316,0
3.4318,28,29,34410,0
3.436,1,4,6859,0
3.4365,7,11,39476,0
3.4404,4,38,34426,0
3.4478,34,33,375963,0
3.4554,25,3,100713,0
3.4566,41,9,68560,0
3.4573,14,8,113153,0
3.4583,8,10,216727,0
3.4631,15,30,17617,0
3.4643,17,19,5766,0
3.4689,16,15,69976,0
3.4806,30,11,45409,0
3.481,6,0,36345,0
3.4815,11,26,147003,0
3.4889,35,34,85268,0
3.4914,39,15,133971,0
3.4933,18,2,347738,0
3.4983,4,37,2000,0
3.5006,31,35,74317,0
3.5036,24,3,34864,0
3.5045,5,37,10610,0
3.5111,37,36,166978,0
3.5129,24,27,91977,0
3.5137,35,34,223376,0
3.5158,25,28,131032,0
3.5188,11,21,114028,0
3.5191,39,36,69626,0
3.5196,38,37,58458,0
3.5212,17,1,259998,0
3.5213,36,41,35261,0
3.5216,22,27,623844,0
3.5248,32,6,62018,0
3.5355,6,21,109841,0
3.5393,29,24,100100,0
3.543,7,10,42439,0
3.5447,18,20,13960,0
3.5464,16,17,641578,0
3.5478,29,27,35898,0
3.5541,35,30,144522,0
3.5547,16,12,778191,0
3.5597,8,6,78922,0
3.5691,5,14,96149,0
3.5743,11,5,24427,0
3.5746,28,29,10549,0
3.575,3,6,204968,0
3.5774,0,9,95702,0
3.5794,2,19,90833,0
3.5796,8,41,21058,0
3.5869,15,11,495244,0
3.5872,27,26,19398,0
3.5927,19,1,124106,0
3.5933,13,29,20278,0
3.5968,29,5,73026,0
3.5983,11,7,14332,0
3.6067,7,8,42939,0
3.6078,2,34,386792,0
3.6102,34,25,4278950,0
3.611,15,12,611929,0
3.6111,26,32,74257,0
3.6122,40,33,7916,0
3.6168,38,7,86238,0
3.619,10,11,273516,0
3.6218,12,17,149410,0
3.6303,33,1,19588,0
3.6331,33,35,41437,0
3.6345,29,26,69070,0
3.6393,27,15,81918,0
3.6408,36,38,17062,0
3.6415,1,12,101176,0
3.6419,2,19,202275,0
3.6458,12,0,99891,0
3.6468,38,41,3581,0
3.6527,14,17,307507,0
3.6564,25,22,1783322,0
3.6571,22,2,51379,0
3.6601,10,0,55462,0
3.6649,11,8,20233,0
3.6652,35,0,8586,0
3.6687,12,14,3053428,0
3.6688,17,14,19068,0
3.6695,5,26,17311,0
3.673,1,12,760901,0
3.6764,39,5,47614,0
3.6805,18,21,466362,0
3.6809,33,32,2000,0
3.6814,6,9,10748,0
3.6818,15,12,97812,0
3.69,1,17,47538,0
3.6936,10,7,107731,0
3.6939,35,27,25960,0
3.6999,27,26,306490,0
3.702,8,38,20118,0
3.7022,41,5,307746,0
3.7039,11,8,130670,0
3.7104,16,13,3049755,0
3.7135,14,13,204520,0
3.717,18,33,301211,0
3.7207,2,41,864861,0
3.7288,34,7,161621,0
3.734,27,25,37804,0
3.7362,10,25,1047365,0
3.7403,17,10,62223,0
3.7452,35,31,16987,0
3.7454,29,26,54578,0
3.7457,9,7,128302,0
3.748,41,12,354954,0
3.752,18,22,827655,0
3.7523,20,31,158849,0
3.7534,36,24,34473,0
3.7555,34,33,140890,0
3.7603,25,24,11816,0
3.7603,11,8,1693596,0
3.7609,33,4,284997,0
3.7612,21,18,433785,0
3.7656,9,7,394302,0
3.7671,8,10,172768,0
3.7701,35,34,113035,0
3.7709,32,33,122352,0
3.772,5,37,253775,0
3.7728,31,30,165239,0
3.774,3,20,11547,0
3.7784,2,21,41165,0
3.7799,1,17,12512,0
3.7826,5,37,464424,0
3.7829,4,6,159301,0
3.7835,29,25,288094,0
3.7849,7,15,1039020,0
3.7952,35,30,50167,0
3.7976,16,17,86977,0
3.7983,40,2,142022,0
3.7993,34,4,14153,0
3.8054,39,41,148179,0
3.8068,1,16,24618243,0
3.809,1,4,22522,0
3.8104,9,0,5674,0
3.8125,20,23,43793,0
3.8145,1,12,137576,0
3.8204,24,28,59296,0
3.8207,40,10,8883,0
3.8229,32,31,403563,0
3.8243,29,13,78840,0
3.8244,8,7,1376034,0
3.8264,10,9,17365,0
3.831,2,26,52563,0
3.831,13,15,382609,0
3.8387,21,22,4780922,0
3.8446,5,18,242139,0
3.851,18,23,3634672,0
3.8524,32,34,29320,0
3.8586,8,5,188840,0
3.8609,34,4,2698656,0
3.8633,37,39,765741,0
3.8644,3,29,4306,0
3.8738,35,23,23133,0
3.8781,37,22,155178,0
3.8809,3,22,25780,0
3.884,34,36,20878,0
3.8853,31,8,72094,0
3.8868,41,22,34128,0
3.8882,27,26,39867,0
3.89,16,21,520097,0
3.8906,36,38,347382,0
3.8919,7,6,2285,0
3.895,37,0,92319,0
3.9051,37,5,262298,0
3.9059,21,34,8635,0
3.9062,39,40,16019,0
3.911,25,10,102888,0
3.9118,33,31,152202,0
3.9123,29,25,67114,0
3.9129,41,25,379720,0
3.919,22,13,984628,0
3.919,26,24,214893,0
3.9221,34,4,77400,0
3.9239,13,11,100028,0
3.9269,11,36,65405,0
3.9287,8,22,724523,0
3.9303,41,33,156318,0
3.9318,28,18,259147,0
3.9336,22,23,290928,0
3.9352,5,41,99799,0
3.9379,10,0,442915,0
3.9469,17,15,17181,0
3.9528,22,18,121107,0
3.9531,8,19,253093,0
3.9558,20,24,2158,0
3.9597,30,4,449788,0
3.9615,12,25,463191,0
3.9615,36,7,244112,0
3.9626,33,23,54587,0
3.9655,21,9,5683,0
3.9674,0,26,236530,0
3.9721,14,16,488909,0
3.9724,12,8,287909,0
3.9769,1,16,6746,0
3.9773,28,3,20554,0
3.9783,22,19,935679,0
3.9842,10,26,396150,0
3.9844,1,15,163047,0
3.9871,5,12,35297,0
3.9897,21,22,20819,0
3.9915,32,21,6787,0
3.9918,37,5,94411,0
4.0017,12,16,22042,0
4.0041,29,13,60509,0
4.0054,39,37,309471,0
4.0057,2,21,657948,0
4.0058,38,5,271551,0
4.0072,40,38,69629,0
4.012,18,10,159714,0
4.013,13,14,234394,0
4.0133,37,36,146220,0
4.0139,1,12,11931,0
4.0161,7,19,1118950,0
4.0163,34,32,1111958,0
4.018,35,25,247646,0
4.0182,29,2,190683,0
4.0183,39,36,49327,0
4.0202,35,30,351653,0
4.0215,34,30,125946,0
4.0242,28,25,32270,0
4.0248,40,19,91374,0
4.0309,36,38,92343,0
4.0386,6,11,11045,0
4.04,2,20,69788,0
4.0418,4,21,176782,0
4.0424,30,35,187972,0
4.0433,17,1,159225,0
4.0451,2,1,695730,0
4.0451,33,32,34468,0
4.049,3,25,296596,0
4.0499,1,12,177515,0
4.0553,9,0,925735,0
4.0556,22,20,174569,0
4.0592,33,3,2250,0
4.0604,19,21,119164,0
4.0609,38,5,418616,0
4.062,16,14,13420,0
4.0632,27,25,1095123,0
4.0644,39,19,129371,0
4.0718,4,35,54176,0
4.0737,9,32,1862377,0
4.0738,4,33,582520,0
4.0787,9,10,42881,0
4.0792,38,10,68334,0
4.0826,13,12,23248,0
4.0828,4,35,482484,0
4.0877,27,3,49950,0
4.089,26,27,837471,0
4.0892,34,32,83293,0
4.0893,0,19,18174,0
4.0913,20,19,77132,0
4.0923,36,23,18062,0
4.0968,30,26,355111,0
4.0979,12,11,7129,0
4.0993,16,34,350382,0
4.0993,38,41,17224,0
4.1004,8,2,31647,0
4.1015,17,1,12175,0
4.1016,30,21,1687303,0
4.1076,36,2,126697,0
4.1096,26,24,718976,0
4.1105,15,1,540001,0
4.111,23,2,1129661,0
4.1134,41,31,28258,0
4.1155,14,25,680779,0
4.1173,5,38,147850,0
4.1179,38,5,48243,0
4.12,20,35,4385,0
4.1218,36,40,14225,0
4.1223,26,30,1013764,0
4.1233,29,33,189358,0
4.1263,37,21,6950,0
4.1275,18,37,35617,0
4.1327,8,11,26443,0
4.1396,2,18,219990,0
4.1411,41,14,284285,0
4.1433,40,38,53465,0
4.148,17,16,38640,0
4.1507,32,20,87517,0
4.1507,30,31,118985,0
4.1532,15,14,189987,0
4.154,33,35,6946,0
4.1592,40,37,182630,0
4.1595,30,12,251032,0
4.1609,38,29,372775,0
4.1687,23,19,145639,0
4.1691,13,21,129647,0
4.1707,13,15,4198,0
4.1719,41,36,267404,0
4.1726,0,8,14530,0
4.1753,3,25,54176,0
4.1787,41,40,409130,0
4.1831,40,38,80399,0
4.1839,27,26,3094,0
4.188,14,13,4813,0
4.1909,39,41,5665,0
4.1923,27,26,28653,0
4.1966,40,36,134706,0
4.2031,10,6,24173,0
4.2137,26,34,82825,0
4.2167,3,24,2825274,0
4.2197,0,7,114646,0
4.2253,3,22,9199,0
4.2264,1,37,13937,0
4.2329,2,38,10484,0
4.2335,14,1,12598,0
4.2336,39,5,135243,0
4.2373,17,16,1011540,0
4.2374,9,16,403135,0
4.2406,17,30,982502,0
4.2426,16,1,5734,0
4.2446,4,31,247704,0
4.2454,16,17,26007,0
4.2466,13,0,358876,0
4.2504,9,1,1844560,0
4.2519,4,34,278407,0
4.2559,6,11,186997,0
4.2566,4,31,3648,0
4.2571,2,27,422455,0
4.2576,41,37,382197,0
4.2629,21,20,4811,0
4.2701,25,27,7428242,0
4.2733,1,14,9877,0
4.2764,36,41,543373,0
4.2794,31,4,25858,0
4.2822,6,14,158659,0
4.2847,15,12,1537394,0
4.285,32,34,56352,0
4.2857,27,10,2000,0
4.2898,25,28,47161,0
4.2938,9,11,11494,0
4.2981,14,11,81139,0
4.3008,2,18,60322,0
4.302,39,38,97706,0
4.3063,35,2,11913,0
4.3066,12,32,38462,0
4.3097,25,3,1071057,0
4.3113,5,36,1016983,0
4.3144,41,39,24900,0
4.3248,13,17,356906,0
4.3266,35,7,17365,0
4.3271,31,32,167783,0
4.3275,39,37,514769,0
4.3294,14,17,67043,0
4.3316,18,13,507936,0
4.3318,16,1,10743,0
4.3359,21,13,26439,0
4.3368,23,5,406316,0
4.3387,23,41,248907,0
4.3405,28,26,200010,0
4.3434,17,15,1118607,0
4.3446,3,28,182902,0
4.3473,40,5,1589462,0
4.3511,23,21,410008,0
4.3558,11,8,78940,0
4.3629,30,32,20761,0
4.3639,39,38,567017,0
4.3731,0,9,8027,0
4.3735,38,32,20657,0
4.3738,36,37,500088,0
4.3746,16,17,253132,0
4.3787,23,19,67940,0
4.3796,41,14,271576,0
4.3813,28,33,50531,0
4.384,28,24,111295,0
4.3842,23,22,40574,0
4.391,37,40,41716,0
4.394,3,31,1953802,0
4.3946,22,2,300257,0
4.3978,40,37,89772,0
4.4006,12,29,202852,0
4.412,22,18,164183,0
4.4123,27,25,1854369,0
4.4134,2,19,41520,0
4.414,12,1,126868,0
4.4146,32,7,8266,0
4.4169,16,1,248238,0
4.4192,30,31,10032,0
4.4198,26,4,905663,0
4.4342,41,37,39774,0
4.4459,18,20,56412,0
4.4569,31,5,4463,0
4.4586,12,11,21010,0
4.4592,4,35,223545,0
4.4611,31,7,346920,0
4.4627,9,24,608919,0
4.4642,25,22,156351,0
4.468,13,6,1293182,0
4.4692,1,17,537704,0
4.4719,41,5,41045,0
4.4769,9,6,340441,0
4.4776,27,3,264416,0
4.4801,22,2,453404,0
4.4811,34,4,4074,0
4.4833,30,37,19773,0
4.4848,33,35,346214,0
4.4864,7,9,238587,0
4.4902,10,29,90054,0
4.4908,9,8,274248,0
4.4915,34,27,84000,0
4.4931,2,19,231789,0
4.4955,25,29,391456,0
4.4956,26,25,104761,0
4.4973,40,5,10171,0
4.4992,32,11,539078,0
4.0005,2,21,21169,0
4.001,24,27,29666,0
4.0017,11,0,896352,0
4.0024,33,2,304351,0
4.0031,41,37,2488512,0
4.0041,8,6,326468,0
4.0056,22,17,44512,0
4.0057,40,16,249997,0
4.0063,36,39,100561,0
4.0075,41,17,79588,0
4.0088,17,14,137150,0
4.0113,1,17,63640,0
4.0117,0,35,99987,0
4.0117,1,13,569873,0
4.0118,15,38,18898,0
4.0127,22,17,146818,0
4.0143,39,36,105224,0
